2026-02-09;08:45;Kontrollør1
2026-02-09;09:00;Kontrollør1
2026-02-09;09:15;Kontrollør1
2026-02-09;09:30;Kontrollør1
2026-02-09;09:45;Kontrollør1
2026-02-09;10:00;Kontrollør1
2026-02-09;10:15;Kontrollør1
2026-02-09;10:30;Kontrollør1
2026-02-09;10:45;Kontrollør1
2026-02-09;12:00;Kontrollør1
2026-02-09;12:15;Kontrollør1
2026-02-09;12:30;Kontrollør1
2026-02-09;08:45;Kontrollør2
2026-02-09;09:00;Kontrollør2
2026-02-09;09:15;Kontrollør2
2026-02-09;09:30;Kontrollør2
2026-02-09;09:45;Kontrollør2
2026-02-09;10:00;Kontrollør2
2026-02-09;10:15;Kontrollør2
2026-02-09;10:30;Kontrollør2
2026-02-09;10:45;Kontrollør2
2026-02-09;12:00;Kontrollør2
2026-02-09;12:15;Kontrollør2
2026-02-09;12:30;Kontrollør2
2026-02-09;12:45;Kontrollør2
2026-02-09;13:00;Kontrollør2
2026-02-09;13:15;Kontrollør2
2026-02-09;13:30;Kontrollør2
2026-02-09;13:45;Kontrollør2
2026-02-09;14:00;Kontrollør2
2026-02-09;14:15;Kontrollør2
2026-02-09;14:30;Kontrollør2
2026-02-09;14:45;Kontrollør2
2026-02-09;15:00;Kontrollør2
2026-02-09;15:15;Kontrollør2
2026-02-09;15:30;Kontrollør2
2026-02-10;08:45;Kontrollør1
2026-02-10;09:00;Kontrollør1
2026-02-10;09:15;Kontrollør1
2026-02-10;09:30;Kontrollør1
2026-02-10;09:45;Kontrollør1
2026-02-10;10:00;Kontrollør1
2026-02-10;10:15;Kontrollør1
2026-02-10;10:30;Kontrollør1
2026-02-10;10:45;Kontrollør1
2026-02-10;12:00;Kontrollør1
2026-02-10;12:15;Kontrollør1
2026-02-10;12:30;Kontrollør1
2026-02-10;08:45;Kontrollør2
2026-02-10;09:00;Kontrollør2
2026-02-10;09:15;Kontrollør2
2026-02-10;09:30;Kontrollør2
2026-02-10;09:45;Kontrollør2
2026-02-10;10:00;Kontrollør2
2026-02-10;10:15;Kontrollør2
2026-02-10;10:30;Kontrollør2
2026-02-10;10:45;Kontrollør2
2026-02-10;12:00;Kontrollør2
2026-02-10;12:15;Kontrollør2
2026-02-10;12:30;Kontrollør2
2026-02-10;12:45;Kontrollør2
2026-02-10;13:00;Kontrollør2
2026-02-10;13:15;Kontrollør2
2026-02-10;13:30;Kontrollør2
2026-02-10;13:45;Kontrollør2
2026-02-10;14:00;Kontrollør2
2026-02-10;14:15;Kontrollør2
2026-02-10;14:30;Kontrollør2
2026-02-10;14:45;Kontrollør2
2026-02-10;15:00;Kontrollør2
2026-02-10;15:15;Kontrollør2
2026-02-10;15:30;Kontrollør2
2026-02-11;08:45;Kontrollør1
2026-02-11;09:00;Kontrollør1
2026-02-11;09:15;Kontrollør1
2026-02-11;09:30;Kontrollør1
2026-02-11;09:45;Kontrollør1
2026-02-11;10:00;Kontrollør1
2026-02-11;10:15;Kontrollør1
2026-02-11;10:30;Kontrollør1
2026-02-11;10:45;Kontrollør1
2026-02-11;12:00;Kontrollør1
2026-02-11;12:15;Kontrollør1
2026-02-11;12:30;Kontrollør1
2026-02-11;08:45;Kontrollør2
2026-02-11;09:00;Kontrollør2
2026-02-11;09:15;Kontrollør2
2026-02-11;09:30;Kontrollør2
2026-02-11;09:45;Kontrollør2
2026-02-11;10:00;Kontrollør2
2026-02-11;10:15;Kontrollør2
2026-02-11;10:30;Kontrollør2
2026-02-11;10:45;Kontrollør2
2026-02-11;12:00;Kontrollør2
2026-02-11;12:15;Kontrollør2
2026-02-11;12:30;Kontrollør2
2026-02-11;12:45;Kontrollør2
2026-02-11;13:00;Kontrollør2
2026-02-11;13:15;Kontrollør2
2026-02-11;13:30;Kontrollør2
2026-02-11;13:45;Kontrollør2
2026-02-11;14:00;Kontrollør2
2026-02-11;14:15;Kontrollør2
2026-02-11;14:30;Kontrollør2
2026-02-11;14:45;Kontrollør2
2026-02-11;15:00;Kontrollør2
2026-02-11;15:15;Kontrollør2
2026-02-11;15:30;Kontrollør2
2026-02-12;08:45;Kontrollør1
2026-02-12;09:00;Kontrollør1
2026-02-12;09:15;Kontrollør1
2026-02-12;09:30;Kontrollør1
2026-02-12;09:45;Kontrollør1
2026-02-12;10:00;Kontrollør1
2026-02-12;10:15;Kontrollør1
2026-02-12;10:30;Kontrollør1
2026-02-12;10:45;Kontrollør1
2026-02-12;12:00;Kontrollør1
2026-02-12;12:15;Kontrollør1
2026-02-12;12:30;Kontrollør1
2026-02-12;08:45;Kontrollør2
2026-02-12;09:00;Kontrollør2
2026-02-12;09:15;Kontrollør2
2026-02-12;09:30;Kontrollør2
2026-02-12;09:45;Kontrollør2
2026-02-12;10:00;Kontrollør2
2026-02-12;10:15;Kontrollør2
2026-02-12;10:30;Kontrollør2
2026-02-12;10:45;Kontrollør2
2026-02-12;12:00;Kontrollør2
2026-02-12;12:15;Kontrollør2
2026-02-12;12:30;Kontrollør2
2026-02-12;12:45;Kontrollør2
2026-02-12;13:00;Kontrollør2
2026-02-12;13:15;Kontrollør2
2026-02-12;13:30;Kontrollør2
2026-02-12;13:45;Kontrollør2
2026-02-12;14:00;Kontrollør2
2026-02-12;14:15;Kontrollør2
2026-02-12;14:30;Kontrollør2
2026-02-12;14:45;Kontrollør2
